car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5
Toyota Innova,Toyota,Innova,4,50000,Dealer,Petrol,Automatic,10.75,2694,163.7,8
Maruti Ciaz,Maruti,Ciaz,5,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Maruti Swift,Maruti,Swift,3,18000,Individual,Petrol,Manual,22.0,1197,81.8,5
Hyundai i20,Hyundai,i20,8,63786,Dealer,Diesel,Manual,21.9,1396,88.76,5
Maruti Alto,Maruti,Alto,6,39949,Dealer,Petrol,Automatic,23.95,998,67.05,5
Toyota Innova,Toyota,Innova,12,200000,Individual,Diesel,Manual,12.8,2494,102.0,7
Hyundai i20,Hyundai,i20,8,74947,Dealer,Petrol,Manual,18.5,1197,82.9,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5
Mahindra KUV,Mahindra,KUV,5,96330,Dealer,Diesel,Manual,25.32,1198,77.0,6
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Dealer,Diesel,Manual,15.4,2523,75.0,7
Ford Ecosport,Ford,Ecosport,3,29500,Dealer,Diesel,Manual,23.0,1498,98.96,5
Toyota Innova,Toyota,Innova,8,135000,Dealer,Diesel,Manual,12.8,2494,102.0,7
Mahindra Thar,Mahindra,Thar,4,30000,Individual,Diesel,Manual,16.55,2498,105.0,6
Tata Tiago,Tata,Tiago,4,32455,Dealer,Petrol,Manual,23.84,1199,84.0,5
Hyundai i10,Hyundai,i10,13,124000,Individual,Petrol,Manual,19.81,1086,68.05,5
Honda City,Honda,City,5,80000,Individual,Petrol,Manual,17.8,1497,117.3,5
Maruti Vitara,Maruti,Vitara,5,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,112000,Dealer,Diesel,Manual,23.4,1248,74.0,5
Mahindra Bolero,Mahindra,Bolero,9,200000,Individual,Diesel,Manual,13.6,2523,63.0,8
Hyundai Creta,Hyundai,Creta,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5
Hyundai i10,Hyundai,i10,13,78000,Dealer,Petrol,Manual,19.81,1086,68.05,5
Hyundai Grand,Hyundai,Grand,8,65000,Dealer,Diesel,Manual,24.0,1120,70.0,5
Honda Amaze,Honda,Amaze,6,36000,Dealer,Petrol,Manual,18.0,1198,86.7,5
Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5
Tata Nexon,Tata,Nexon,4,95000,Dealer,Diesel,Manual,21.5,1497,108.5,5
Land Rover Rover,Land Rover,Rover,9,70000,Dealer,Diesel,Automatic,12.7,2179,187.7,5
BMW 3,BMW,3,2,10000,Individual,Diesel,Automatic,22.69,1995,190.0,5
Maruti Wagon R,Maruti,Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5
Maruti Swift,Maruti,Swift,5,45000,Individual,Diesel,Manual,17.8,1248,75.0,5
Datsun GO,Datsun,GO,3,30000,Individual,Petrol,Manual,19.83,1198,67.0,7
Honda City,Honda,City,6,24541,Dealer,Petrol,Manual,16.8,1497,116.3,5
Maruti Wagon R,Maruti,Wagon R,6,37203,Dealer,Petrol,Automatic,20.51,998,67.04,5
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,25.32,1198,77.0,6
Hyundai Grand,Hyundai,Grand,6,38597,Dealer,Diesel,Manual,24.0,1120,70.0,5
Honda Amaze,Honda,Amaze,6,59861,Dealer,Petrol,Manual,18.0,1198,86.7,5
Mahindra Scorpio,Mahindra,Scorpio,6,71500,Individual,Diesel,Manual,15.4,2523,75.0,9
Maruti Swift Dzire,Maruti,Swift Dzire,7,114605,Dealer,Petrol,Manual,19.1,1197,85.8,5
Hyundai Santro,Hyundai,Santro,10,65000,Individual,Petrol,Manual,17.92,1086,62.1,5
Mahindra XUV500,Mahindra,XUV500,5,95000,Individual,Diesel,Automatic,16.0,2179,140.0,7
Maruti Alto,Maruti,Alto,5,25000,Dealer,Petrol,Automatic,23.95,998,67.05,5
Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,13.6,2523,63.0,7
Honda City,Honda,City,7,75000,Dealer,Petrol,Manual,17.4,1497,117.6,5
Hyundai Creta,Hyundai,Creta,3,70000,Individual,Diesel,Manual,21.38,1396,88.7,5
Ford Endeavour,Ford,Endeavour,2,40000,Individual,Diesel,Automatic,10.91,3198,197.0,7
Honda City,Honda,City,2,57000,Dealer,Petrol,Manual,17.4,1497,117.6,5
Maruti Alto,Maruti,Alto,6,18604,Dealer,Petrol,Manual,22.74,796,47.3,5
Honda Jazz,Honda,Jazz,5,42000,Dealer,Diesel,Manual,27.3,1498,98.6,5
Hyundai Verna,Hyundai,Verna,14,82000,Dealer,Petrol,Manual,13.9,1599,103.2,5
Mahindra Scorpio,Mahindra,Scorpio,5,137138,Individual,Diesel,Manual,15.4,2523,75.0,7
Ford Figo,Ford,Figo,10,35000,Individual,Petrol,Manual,15.6,1196,70.0,5
Mahindra XUV500,Mahindra,XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7
Mahindra XUV500,Mahindra,XUV500,5,36000,Individual,Diesel,Manual,16.0,1997,140.0,7
Maruti Swift Dzire,Maruti,Swift Dzire,7,45000,Dealer,Petrol,Manual,19.1,1197,85.8,5
BMW X5,BMW,X5,13,61000,Dealer,Diesel,Automatic,11.0,2993,235.0,5
Hyundai i20,Hyundai,i20,1,7120,Individual,Petrol,Manual,18.6,1197,81.86,5
Skoda Octavia,Skoda,Octavia,4,31001,Dealer,Diesel,Automatic,19.5,1968,141.0,5
Honda WR-V,Honda,WR-V,4,110000,Individual,Diesel,Manual,25.5,1498,98.6,5
Maruti Wagon R,Maruti,Wagon R,5,11799,Individual,Petrol,Manual,20.51,998,67.04,5
Volkswagen Vento,Volkswagen,Vento,6,48000,Dealer,Diesel,Manual,20.64,1498,108.49,5
Jaguar XF,Jaguar,XF,9,73000,Dealer,Diesel,Automatic,14.74,2993,270.9,5
BMW 3,BMW,3,10,24000,Dealer,Diesel,Automatic,16.07,1995,181.0,5
Honda Jazz,Honda,Jazz,6,80000,Individual,Diesel,Manual,27.3,1498,98.6,5
Tata Tigor,Tata,Tigor,4,25000,Individual,Diesel,Manual,24.7,1047,69.0,5
Hyundai Grand,Hyundai,Grand,3,31025,Dealer,Petrol,Automatic,18.9,1197,81.86,5
Mahindra Bolero,Mahindra,Bolero,5,100000,Individual,Diesel,Manual,15.96,2523,62.1,7
Hyundai Grand,Hyundai,Grand,4,25000,Individual,Petrol,Manual,18.9,1197,82.0,5
Mahindra XUV500,Mahindra,XUV500,4,34000,Dealer,Diesel,Automatic,16.0,1997,140.0,7
Maruti Swift Dzire,Maruti,Swift Dzire,6,88562,Dealer,Diesel,Manual,23.4,1248,74.0,5
Hyundai Verna,Hyundai,Verna,8,97000,Dealer,Petrol,Manual,17.01,1591,121.3,5
Porsche Cayenne,Porsche,Cayenne,6,38000,Dealer,Diesel,Automatic,13.5,2967,240.0,5
Maruti Ertiga,Maruti,Ertiga,7,40000,Dealer,CNG,Manual,17.5,1373,80.46,7
Hyundai Elantra,Hyundai,Elantra,8,75000,Dealer,Petrol,Automatic,14.5,1797,147.5,5
Hyundai Verna,Hyundai,Verna,3,14000,Dealer,Diesel,Automatic,22.0,1582,126.2,5
BMW 3,BMW,3,9,76728,Dealer,Diesel,Automatic,22.69,1995,190.0,5
Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.32,5
Maruti Alto,Maruti,Alto,8,66516,Dealer,Petrol,Manual,22.74,796,47.3,5
Volkswagen Polo,Volkswagen,Polo,4,13500,Dealer,Petrol,Manual,18.78,1198,74.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,9,37801,Dealer,Petrol,Manual,17.5,1298,85.8,5
Toyota Innova,Toyota,Innova,4,25000,Dealer,Petrol,Automatic,10.75,2694,163.7,7
BMW 7,BMW,7,7,38000,Dealer,Diesel,Automatic,17.66,2993,261.49,4
Hyundai Verna,Hyundai,Verna,4,50000,Dealer,Diesel,Automatic,22.32,1582,126.32,5
Honda City,Honda,City,7,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Maruti Swift,Maruti,Swift,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5
Hyundai i20,Hyundai,i20,9,90000,Individual,Petrol,Manual,17.0,1197,80.0,5
Mahindra Scorpio,Mahindra,Scorpio,8,71000,Dealer,Diesel,Manual,12.05,2179,120.0,8
Maruti Swift Dzire,Maruti,Swift Dzire,6,86000,Dealer,Diesel,Manual,26.59,1248,74.0,5
Maruti Ciaz,Maruti,Ciaz,6,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Toyota Innova,Toyota,Innova,5,70000,Dealer,Diesel,Manual,13.68,2393,147.8,8
Toyota Innova,Toyota,Innova,2,15000,Individual,Diesel,Manual,13.68,2393,147.8,8
Honda Jazz,Honda,Jazz,5,53044,Dealer,Petrol,Manual,18.7,1199,88.7,5
Honda City,Honda,City,4,14000,Dealer,Petrol,Manual,17.4,1497,117.6,5
Toyota Innova,Toyota,Innova,10,60000,Individual,Diesel,Manual,12.8,2494,102.0,8
Maruti Swift,Maruti,Swift,4,55000,Dealer,Petrol,Manual,20.4,1197,83.11,5
Ford Ecosport,Ford,Ecosport,8,69141,Dealer,Diesel,Manual,22.7,1498,89.84,5
Toyota Innova,Toyota,Innova,4,30000,Individual,Diesel,Manual,13.68,2393,147.8,8
Mahindra Scorpio,Mahindra,Scorpio,7,100000,Individual,Diesel,Manual,15.4,2179,120.0,8
Hyundai i10,Hyundai,i10,9,30000,Dealer,Petrol,Automatic,16.95,1197,78.9,5
Hyundai i20,Hyundai,i20,6,50000,Individual,Diesel,Manual,21.19,1396,88.73,5
Hyundai Verna,Hyundai,Verna,8,50000,Individual,Diesel,Manual,22.32,1582,126.32,5
Hyundai Grand,Hyundai,Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5
Audi Q7,Audi,Q7,9,130000,Dealer,Diesel,Automatic,12.07,2967,241.4,7
Hyundai i20,Hyundai,i20,11,80000,Individual,Petrol,Manual,17.0,1197,80.0,5
Tata Hexa,Tata,Hexa,4,30000,Individual,Diesel,Manual,17.6,2179,153.86,7
Honda City,Honda,City,5,89682,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Toyota Innova,Toyota,Innova,10,213141,Dealer,Diesel,Manual,12.8,2494,102.0,7
Maruti Wagon R,Maruti,Wagon R,6,41559,Dealer,Petrol,Manual,21.5,1197,81.8,5
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,22.1,1396,88.7,5
Toyota Camry,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494,178.3,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,64212,Dealer,Diesel,Automatic,14.94,2143,204.0,5
Toyota Fortuner,Toyota,Fortuner,10,252000,Individual,Diesel,Manual,11.5,2982,171.0,7
Renault Duster,Renault,Duster,7,110000,Individual,Diesel,Manual,19.01,1461,108.45,5
Maruti Celerio,Maruti,Celerio,4,50000,Individual,Petrol,Manual,23.1,998,67.04,5
Jeep Wrangler,Jeep,Wrangler,4,40000,Dealer,Petrol,Automatic,9.5,3604,280.0,5
Hyundai i20,Hyundai,i20,5,34000,Dealer,Diesel,Manual,21.19,1396,88.73,5
Hyundai Verna,Hyundai,Verna,9,44906,Individual,Petrol,Manual,17.01,1591,121.3,5
Maruti Alto,Maruti,Alto,14,40000,Dealer,Petrol,Manual,19.7,796,46.3,5
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5
Maruti Wagon R,Maruti,Wagon R,9,37000,Individual,Petrol,Manual,18.9,998,67.1,5
Audi A4,Audi,A4,5,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5
Hyundai i20,Hyundai,i20,4,70000,Individual,Diesel,Manual,21.19,1396,88.73,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,35400,Dealer,Diesel,Automatic,14.84,2143,167.62,5
Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18.0,1198,86.7,5
Maruti Ciaz,Maruti,Ciaz,2,13682,Dealer,Petrol,Manual,21.56,1462,103.25,5
Maruti Wagon R,Maruti,Wagon R,4,10000,Dealer,Petrol,Manual,18.9,998,67.1,5
Hyundai i20,Hyundai,i20,8,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5
Volkswagen Vento,Volkswagen,Vento,8,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5
MG Hector,MG,Hector,2,8500,Dealer,Petrol,Automatic,13.96,1451,141.0,5
Renault Duster,Renault,Duster,7,65000,Dealer,Diesel,Manual,20.45,1461,83.8,5
Maruti Swift,Maruti,Swift,11,82000,Dealer,Petrol,Manual,22.0,1197,81.8,5
Hyundai i10,Hyundai,i10,5,28300,Dealer,Petrol,Manual,20.36,1197,78.9,5
Ford Ecosport,Ford,Ecosport,6,110000,Individual,Diesel,Manual,22.77,1498,98.59,5
Toyota Camry,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494,178.3,5
Skoda Rapid,Skoda,Rapid,6,52000,Dealer,Diesel,Manual,21.14,1498,103.52,5
Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5
Maruti Wagon R,Maruti,Wagon R,3,45874,Dealer,CNG,Manual,26.6,998,58.16,5
Honda Amaze,Honda,Amaze,3,26718,Dealer,Diesel,Manual,24.7,1498,98.63,5
Hyundai i20,Hyundai,i20,7,90000,Individual,Petrol,Manual,18.6,1197,81.83,5
Audi A6,Audi,A6,7,44000,Dealer,Diesel,Automatic,17.68,1968,174.33,5
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,23.1,998,67.04,5
Ford Ecosport,Ford,Ecosport,4,38966,Dealer,Petrol,Manual,17.0,1497,121.36,5
Volkswagen Polo,Volkswagen,Polo,9,72000,Dealer,Petrol,Manual,16.47,1198,73.9,5
Mahindra XUV500,Mahindra,XUV500,3,39000,Dealer,Diesel,Manual,15.1,2179,152.87,7
Maruti Baleno,Maruti,Baleno,5,32000,Dealer,Petrol,Manual,21.4,1197,83.1,5
Toyota Fortuner,Toyota,Fortuner,4,34000,Dealer,Diesel,Automatic,15.04,2755,174.5,7
Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5
Maruti Alto,Maruti,Alto,12,35000,Dealer,Petrol,Manual,19.7,796,46.3,5
Hyundai i20,Hyundai,i20,6,50000,Dealer,Petrol,Manual,18.5,1197,82.85,5
Hyundai Santro,Hyundai,Santro,2,18000,Individual,Petrol,Manual,20.3,1086,68.0,5
Ford Ecosport,Ford,Ecosport,6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5
Ford Figo,Ford,Figo,10,75000,Dealer,Diesel,Manual,18.5,1399,68.0,5
Maruti Ertiga,Maruti,Ertiga,2,30000,Individual,Diesel,Manual,25.47,1248,88.5,7
Volkswagen Polo,Volkswagen,Polo,8,56000,Dealer,Petrol,Manual,16.2,1199,74.0,5
Hyundai i20,Hyundai,i20,6,27000,Individual,Petrol,Manual,17.19,1197,81.86,5
Hyundai i20,Hyundai,i20,6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5
Honda City,Honda,City,4,40000,Individual,Diesel,Manual,25.6,1498,97.9,5
Hyundai i20,Hyundai,i20,5,57000,Individual,Diesel,Manual,22.54,1396,88.73,5
BMW X3,BMW,X3,8,73000,Dealer,Diesel,Automatic,16.09,1995,184.0,5
Maruti Baleno,Maruti,Baleno,4,17865,Dealer,Petrol,Manual,21.4,1197,83.1,5
Maruti Ertiga,Maruti,Ertiga,9,67000,Dealer,Diesel,Manual,20.77,1248,88.76,7
Maruti Swift,Maruti,Swift,5,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Hyundai i10,Hyundai,i10,11,90000,Dealer,Petrol,Manual,20.36,1197,78.9,5
Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,48300,Individual,Diesel,Manual,28.4,1248,74.02,5
Ford Ecosport,Ford,Ecosport,3,50000,Individual,Diesel,Manual,23.0,1498,98.96,5
Honda Amaze,Honda,Amaze,3,36951,Dealer,Diesel,Manual,24.7,1498,98.63,5
Maruti Alto,Maruti,Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5
Tata Safari,Tata,Safari,7,151037,Dealer,Diesel,Manual,14.0,2179,138.1,7
Maruti Swift Dzire,Maruti,Swift Dzire,5,64000,Dealer,Petrol,Manual,22.0,1197,81.8,5
Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Manual,21.38,1396,88.7,5
Hyundai i20,Hyundai,i20,3,12500,Individual,Diesel,Manual,21.19,1396,88.76,5
Hyundai Verna,Hyundai,Verna,7,78000,Dealer,Diesel,Manual,22.32,1582,126.32,5
Ford Ecosport,Ford,Ecosport,6,104278,Dealer,Petrol,Manual,18.88,999,123.37,5
Maruti Ertiga,Maruti,Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,88.76,7
Honda Civic,Honda,Civic,13,66000,Dealer,Petrol,Automatic,12.9,1799,130.0,5
Maruti Ciaz,Maruti,Ciaz,5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5
Hyundai Verna,Hyundai,Verna,6,50000,Individual,Diesel,Manual,23.9,1582,126.2,5
Maruti Alto,Maruti,Alto,19,54000,Dealer,Petrol,Manual,19.7,796,46.3,5
Maruti S-Presso,Maruti,S-Presso,2,8400,Individual,Petrol,Manual,21.7,998,67.0,5
Mahindra XUV500,Mahindra,XUV500,6,55424,Dealer,Diesel,Manual,16.0,2179,140.0,7
Honda City,Honda,City,5,36070,Dealer,Petrol,Manual,16.8,1497,116.3,5
Hyundai Verna,Hyundai,Verna,6,36619,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5
BMW X5,BMW,X5,5,46000,Dealer,Diesel,Automatic,15.97,2993,258.0,5
Maruti Swift,Maruti,Swift,6,58000,Dealer,Diesel,Manual,25.2,1248,74.0,5
Maruti Alto,Maruti,Alto,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5
Maruti Swift,Maruti,Swift,3,30000,Individual,Petrol,Manual,22.0,1197,81.8,5
Mahindra XUV500,Mahindra,XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7
Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,23.95,998,67.05,5
Hyundai Grand,Hyundai,Grand,6,88500,Dealer,Petrol,Manual,18.9,1197,82.0,5
Maruti Alto,Maruti,Alto,12,90000,Individual,Petrol,Manual,19.7,796,46.3,5
Mahindra Bolero,Mahindra,Bolero,8,150000,Individual,Diesel,Manual,13.6,2523,63.0,8
Toyota Innova,Toyota,Innova,4,85000,Dealer,Diesel,Manual,13.68,2393,147.8,8
Honda CR-V,Honda,CR-V,5,84000,Dealer,Petrol,Automatic,13.1,1997,141.1,5
Land Rover Rover,Land Rover,Rover,3,37500,Dealer,Diesel,Automatic,12.51,2179,187.7,7
Maruti Swift Dzire,Maruti,Swift Dzire,9,55236,Dealer,Petrol,Manual,17.5,1298,85.8,5
Maruti Swift,Maruti,Swift,9,66539,Dealer,Petrol,Manual,18.6,1197,85.8,5
Honda Amaze,Honda,Amaze,3,40000,Individual,Diesel,Automatic,23.8,1498,78.9,5
Maruti Swift,Maruti,Swift,7,70000,Individual,Diesel,Manual,25.2,1248,74.0,5
Mahindra KUV,Mahindra,KUV,4,94000,Individual,Petrol,Manual,18.15,1198,82.0,6
Hyundai Verna,Hyundai,Verna,7,35000,Individual,Petrol,Manual,17.01,1591,121.3,5
Volkswagen Vento,Volkswagen,Vento,4,16219,Dealer,Petrol,Manual,17.69,999,108.62,5
Maruti Swift Dzire,Maruti,Swift Dzire,5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5
Toyota Innova,Toyota,Innova,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Ford Figo,Ford,Figo,5,30000,Individual,Petrol,Manual,18.16,1196,86.8,5
Renault KWID,Renault,KWID,5,45000,Individual,Petrol,Manual,25.17,799,53.3,5
Ford Ecosport,Ford,Ecosport,6,30000,Dealer,Diesel,Manual,22.77,1498,98.59,5
Renault Duster,Renault,Duster,8,75000,Dealer,Diesel,Manual,19.6,1461,108.45,5
Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Hyundai Verna,Hyundai,Verna,7,56200,Dealer,Petrol,Manual,17.1,1591,121.3,5
Hyundai Grand,Hyundai,Grand,3,43000,Dealer,Diesel,Manual,24.0,1186,73.97,5
Hyundai Grand,Hyundai,Grand,2,35000,Individual,Diesel,Manual,24.0,1186,73.97,5
Maruti Vitara,Maruti,Vitara,4,54452,Dealer,Diesel,Manual,24.3,1248,88.5,5
Ford Ecosport,Ford,Ecosport,5,35000,Dealer,Petrol,Manual,15.85,1499,110.4,5
Datsun RediGO,Datsun,RediGO,4,49000,Dealer,Petrol,Manual,22.7,799,53.64,5
Renault Duster,Renault,Duster,7,72000,Dealer,Diesel,Manual,19.01,1461,108.45,5
Mahindra Thar,Mahindra,Thar,8,56000,Dealer,Diesel,Manual,16.55,2498,105.0,7
Toyota Fortuner,Toyota,Fortuner,9,148400,Dealer,Diesel,Automatic,12.55,2982,168.5,7
Hyundai i20,Hyundai,i20,3,72500,Individual,Diesel,Manual,21.19,1396,88.73,5
Mercedes-Benz GLS,Mercedes-Benz,GLS,3,10000,Dealer,Petrol,Automatic,8.9,2996,333.0,7
Hyundai Santro,Hyundai,Santro,3,5000,Individual,Petrol,Manual,20.3,1086,68.0,5
Maruti Eeco,Maruti,Eeco,6,61000,Dealer,CNG,Manual,20.88,1196,61.7,5
Honda Jazz,Honda,Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5
Maruti Ciaz,Maruti,Ciaz,6,42000,Dealer,Petrol,Manual,20.73,1373,91.1,5
Hyundai i10,Hyundai,i10,8,40000,Dealer,Petrol,Manual,20.36,1197,78.9,5
Mahindra XUV500,Mahindra,XUV500,7,51000,Dealer,Diesel,Manual,15.1,2179,140.0,7
Volkswagen Vento,Volkswagen,Vento,9,122628,Dealer,Diesel,Manual,20.54,1598,103.6,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,41000,Dealer,Diesel,Manual,26.59,1248,74.0,5
Volkswagen Polo,Volkswagen,Polo,10,105000,Dealer,Diesel,Manual,22.07,1199,73.9,5
Hyundai i20,Hyundai,i20,4,44000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Honda City,Honda,City,1,4600,Dealer,Petrol,Manual,17.8,1498,119.35,5
Maruti Swift,Maruti,Swift,8,130000,Individual,Diesel,Manual,22.9,1248,74.0,5
Maruti Wagon R,Maruti,Wagon R,14,80000,Individual,LPG,Manual,17.3,1061,57.5,5
Hyundai Grand,Hyundai,Grand,7,45135,Dealer,Diesel,Manual,24.0,1120,70.0,5
Honda City,Honda,City,6,40000,Individual,Petrol,Manual,17.4,1497,117.3,5
Renault Duster,Renault,Duster,5,75100,Dealer,Diesel,Automatic,19.6,1461,108.45,5
Hyundai Elantra,Hyundai,Elantra,8,112087,Dealer,Diesel,Automatic,19.5,1582,126.24,5
Maruti Ertiga,Maruti,Ertiga,2,20000,Individual,Petrol,Manual,19.34,1462,103.0,7
Hyundai Creta,Hyundai,Creta,6,67000,Dealer,Diesel,Automatic,17.01,1582,126.2,5
Toyota Fortuner,Toyota,Fortuner,3,28000,Dealer,Diesel,Automatic,12.9,2755,174.5,7
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Diesel,Manual,25.32,1198,77.0,6
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5
Honda City,Honda,City,7,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Hyundai Santro,Hyundai,Santro,7,55000,Dealer,Petrol,Manual,17.92,1086,62.1,5
Honda Jazz,Honda,Jazz,6,31298,Dealer,Petrol,Automatic,19.0,1199,88.7,5
Maruti Vitara,Maruti,Vitara,3,44000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Maruti Wagon R,Maruti,Wagon R,12,59000,Dealer,Petrol,Manual,18.9,1061,67.0,5
Maruti Vitara,Maruti,Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5
Renault KWID,Renault,KWID,4,22017,Dealer,Petrol,Manual,23.01,999,67.0,5
Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,23.01,999,67.0,5
Hyundai Creta,Hyundai,Creta,4,63000,Individual,Diesel,Manual,21.38,1396,88.7,5
Mahindra XUV500,Mahindra,XUV500,5,3800000,Dealer,Diesel,Manual,16.0,2179,140.0,7
Hyundai Grand,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5
Maruti Alto,Maruti,Alto,7,44000,Individual,Petrol,Manual,22.74,796,47.3,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,57000,Individual,Diesel,Manual,23.4,1248,74.0,5
Renault Duster,Renault,Duster,7,62000,Dealer,Diesel,Manual,19.01,1461,108.45,5
Hyundai Grand,Hyundai,Grand,4,29000,Individual,Petrol,Manual,18.9,1197,81.86,5
Mahindra Bolero,Mahindra,Bolero,10,75000,Dealer,Diesel,Manual,13.6,2523,63.0,7
Hyundai Verna,Hyundai,Verna,4,19000,Individual,Petrol,Manual,17.0,1591,121.3,5
Renault Triber,Renault,Triber,2,20500,Individual,Petrol,Manual,20.0,999,72.0,7
Honda WR-V,Honda,WR-V,4,15000,Individual,Petrol,Manual,17.5,1199,88.7,5
Maruti Vitara,Maruti,Vitara,3,42000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Maruti Alto,Maruti,Alto,8,95011,Dealer,Petrol,Manual,22.74,796,47.3,5
Volkswagen Polo,Volkswagen,Polo,9,80000,Individual,Diesel,Manual,22.07,1199,73.9,5
Toyota Innova,Toyota,Innova,4,61000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Nissan Kicks,Nissan,Kicks,1,7500,Individual,Diesel,Manual,20.45,1461,108.5,5
Toyota Innova,Toyota,Innova,5,90000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5
BMW X3,BMW,X3,5,66000,Dealer,Diesel,Automatic,18.56,1995,187.7,5
Honda Jazz,Honda,Jazz,9,40383,Dealer,Petrol,Manual,16.7,1198,88.8,5
Mahindra Bolero,Mahindra,Bolero,4,32000,Dealer,Diesel,Manual,15.96,2523,62.1,7
Toyota Innova,Toyota,Innova,9,109000,Dealer,Diesel,Manual,12.99,2494,100.6,7
Mahindra Scorpio,Mahindra,Scorpio,10,120000,Individual,Diesel,Manual,12.05,2179,120.0,8
Maruti Wagon R,Maruti,Wagon R,10,58000,Individual,Petrol,Manual,18.9,998,67.1,5
Maruti Swift,Maruti,Swift,9,64000,Dealer,Diesel,Manual,22.9,1248,74.0,5
Toyota Innova,Toyota,Innova,11,80000,Individual,Diesel,Manual,12.8,2494,102.0,8
Hyundai Verna,Hyundai,Verna,3,16000,Dealer,Petrol,Automatic,17.0,1591,121.3,5
Maruti Baleno,Maruti,Baleno,3,18000,Dealer,Petrol,Manual,21.4,1197,83.1,5
