car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai i10,Hyundai,i10,9,75750,Dealer,Petrol,Manual,20.36,1197,78.9,5,259670
Maruti Ignis,Maruti,Ignis,4,22115,Individual,Petrol,Manual,20.89,1197,81.8,5,501297
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,35000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,2091970
Volkswagen Polo,Volkswagen,Polo,7,132220,Dealer,Diesel,Manual,20.14,1498,88.8,5,434055
Hyundai Grand,Hyundai,Grand,5,21000,Dealer,Petrol,Manual,18.9,1197,82.0,5,507730
Hyundai Grand,Hyundai,Grand,3,28000,Individual,Petrol,Manual,18.9,1197,81.86,5,489143
Maruti Swift Dzire,Maruti,Swift Dzire,7,56000,Dealer,Diesel,Manual,23.4,1248,74.0,5,454804
Maruti Wagon R,Maruti,Wagon R,10,64000,Dealer,CNG,Manual,26.2,998,58.2,5,243467
Hyundai i20,Hyundai,i20,5,91000,Individual,Diesel,Manual,22.54,1396,88.73,5,554330
Maruti Swift,Maruti,Swift,4,47000,Dealer,Diesel,Manual,28.4,1248,74.0,5,705695
Maruti Swift Dzire,Maruti,Swift Dzire,5,90503,Dealer,Diesel,Manual,23.4,1248,74.0,5,604810
Hyundai i20,Hyundai,i20,10,31280,Dealer,Petrol,Manual,18.6,1197,81.83,5,330960
Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,439230
Ford Ecosport,Ford,Ecosport,7,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,531203
Hyundai i20,Hyundai,i20,3,53000,Dealer,Diesel,Manual,22.54,1396,88.76,5,811310
Hyundai Grand,Hyundai,Grand,7,60000,Individual,Diesel,Manual,24.0,1120,70.0,5,355211
Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,23.95,998,67.1,5,267617
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,514956
Toyota Innova,Toyota,Innova,4,50000,Dealer,Petrol,Automatic,10.75,2694,163.7,8,1671350
Maruti Ciaz,Maruti,Ciaz,5,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5,643470
Maruti Swift,Maruti,Swift,3,18000,Individual,Petrol,Manual,22.0,1197,81.8,5,601177
Hyundai i20,Hyundai,i20,8,63786,Dealer,Diesel,Manual,21.9,1396,88.76,5,441681
Maruti Alto,Maruti,Alto,6,39949,Dealer,Petrol,Automatic,23.95,998,67.05,5,333980
Toyota Innova,Toyota,Innova,12,200000,Individual,Diesel,Manual,12.8,2494,102.0,7,511800
Hyundai i20,Hyundai,i20,8,74947,Dealer,Petrol,Manual,18.5,1197,82.9,5,387190
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,373090
Mahindra KUV,Mahindra,KUV,5,96330,Dealer,Diesel,Manual,25.32,1198,77.0,6,451680
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Dealer,Diesel,Manual,15.4,2523,75.0,7,701660
Ford Ecosport,Ford,Ecosport,3,29500,Dealer,Diesel,Manual,23.0,1498,98.96,5,941330
Toyota Innova,Toyota,Innova,8,135000,Dealer,Diesel,Manual,12.8,2494,102.0,7,959680
Mahindra Thar,Mahindra,Thar,4,30000,Individual,Diesel,Manual,16.55,2498,105.0,6,777012
Tata Tiago,Tata,Tiago,4,32455,Dealer,Petrol,Manual,23.84,1199,84.0,5,474745
Hyundai i10,Hyundai,i10,13,124000,Individual,Petrol,Manual,19.81,1086,68.05,5,126553
Honda City,Honda,City,5,80000,Individual,Petrol,Manual,17.8,1497,117.3,5,777220
Maruti Vitara,Maruti,Vitara,5,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,764812
Maruti Swift Dzire,Maruti,Swift Dzire,7,112000,Dealer,Diesel,Manual,23.4,1248,74.0,5,387630
Mahindra Bolero,Mahindra,Bolero,9,200000,Individual,Diesel,Manual,13.6,2523,63.0,8,452394
Hyundai Creta,Hyundai,Creta,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5,911000
Hyundai i10,Hyundai,i10,13,78000,Dealer,Petrol,Manual,19.81,1086,68.05,5,173700
Hyundai Grand,Hyundai,Grand,8,65000,Dealer,Diesel,Manual,24.0,1120,70.0,5,365750
Honda Amaze,Honda,Amaze,6,36000,Dealer,Petrol,Manual,18.0,1198,86.7,5,460975
Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,663680
Tata Nexon,Tata,Nexon,4,95000,Dealer,Diesel,Manual,21.5,1497,108.5,5,742430
Land Rover Rover,Land Rover,Rover,9,70000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2162040
BMW 3,BMW,3,2,10000,Individual,Diesel,Automatic,22.69,1995,190.0,5,4642090
Maruti Wagon R,Maruti,Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,304500
Maruti Swift,Maruti,Swift,5,45000,Individual,Diesel,Manual,17.8,1248,75.0,5,573160
Datsun GO,Datsun,GO,3,30000,Individual,Petrol,Manual,19.83,1198,67.0,7,415433
Honda City,Honda,City,6,24541,Dealer,Petrol,Manual,16.8,1497,116.3,5,709917
Maruti Wagon R,Maruti,Wagon R,6,37203,Dealer,Petrol,Automatic,20.51,998,67.04,5,421620
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,25.32,1198,77.0,6,481588
Hyundai Grand,Hyundai,Grand,6,38597,Dealer,Diesel,Manual,24.0,1120,70.0,5,433320
Honda Amaze,Honda,Amaze,6,59861,Dealer,Petrol,Manual,18.0,1198,86.7,5,413690
Mahindra Scorpio,Mahindra,Scorpio,6,71500,Individual,Diesel,Manual,15.4,2523,75.0,9,800471
Maruti Swift Dzire,Maruti,Swift Dzire,7,114605,Dealer,Petrol,Manual,19.1,1197,85.8,5,289540
Hyundai Santro,Hyundai,Santro,10,65000,Individual,Petrol,Manual,17.92,1086,62.1,5,181488
Mahindra XUV500,Mahindra,XUV500,5,95000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1099550
Maruti Alto,Maruti,Alto,5,25000,Dealer,Petrol,Automatic,23.95,998,67.05,5,356040
Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,779331
Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,423522
Honda City,Honda,City,7,75000,Dealer,Petrol,Manual,17.4,1497,117.6,5,563270
Hyundai Creta,Hyundai,Creta,3,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,923907
Ford Endeavour,Ford,Endeavour,2,40000,Individual,Diesel,Automatic,10.91,3198,197.0,7,3140560
Honda City,Honda,City,2,57000,Dealer,Petrol,Manual,17.4,1497,117.6,5,945825
Maruti Alto,Maruti,Alto,6,18604,Dealer,Petrol,Manual,22.74,796,47.3,5,285250
Honda Jazz,Honda,Jazz,5,42000,Dealer,Diesel,Manual,27.3,1498,98.6,5,628715
Hyundai Verna,Hyundai,Verna,14,82000,Dealer,Petrol,Manual,13.9,1599,103.2,5,176180
Mahindra Scorpio,Mahindra,Scorpio,5,137138,Individual,Diesel,Manual,15.4,2523,75.0,7,720060
Ford Figo,Ford,Figo,10,35000,Individual,Petrol,Manual,15.6,1196,70.0,5,233314
Mahindra XUV500,Mahindra,XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7,748110
Mahindra XUV500,Mahindra,XUV500,5,36000,Individual,Diesel,Manual,16.0,1997,140.0,7,1118563
Maruti Swift Dzire,Maruti,Swift Dzire,7,45000,Dealer,Petrol,Manual,19.1,1197,85.8,5,431523
BMW X5,BMW,X5,13,61000,Dealer,Diesel,Automatic,11.0,2993,235.0,5,625260
Hyundai i20,Hyundai,i20,1,7120,Individual,Petrol,Manual,18.6,1197,81.86,5,664722
Skoda Octavia,Skoda,Octavia,4,31001,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1857940
Honda WR-V,Honda,WR-V,4,110000,Individual,Diesel,Manual,25.5,1498,98.6,5,771230
Maruti Wagon R,Maruti,Wagon R,5,11799,Individual,Petrol,Manual,20.51,998,67.04,5,416720
Volkswagen Vento,Volkswagen,Vento,6,48000,Dealer,Diesel,Manual,20.64,1498,108.49,5,539200
Jaguar XF,Jaguar,XF,9,73000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1489330
BMW 3,BMW,3,10,24000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1162530
Honda Jazz,Honda,Jazz,6,80000,Individual,Diesel,Manual,27.3,1498,98.6,5,517875
Tata Tigor,Tata,Tigor,4,25000,Individual,Diesel,Manual,24.7,1047,69.0,5,597450
Hyundai Grand,Hyundai,Grand,3,31025,Dealer,Petrol,Automatic,18.9,1197,81.86,5,577240
Mahindra Bolero,Mahindra,Bolero,5,100000,Individual,Diesel,Manual,15.96,2523,62.1,7,561945
Hyundai Grand,Hyundai,Grand,4,25000,Individual,Petrol,Manual,18.9,1197,82.0,5,536080
Mahindra XUV500,Mahindra,XUV500,4,34000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1276700
Maruti Swift Dzire,Maruti,Swift Dzire,6,88562,Dealer,Diesel,Manual,23.4,1248,74.0,5,569001
Hyundai Verna,Hyundai,Verna,8,97000,Dealer,Petrol,Manual,17.01,1591,121.3,5,412460
Porsche Cayenne,Porsche,Cayenne,6,38000,Dealer,Diesel,Automatic,13.5,2967,240.0,5,5327550
Maruti Ertiga,Maruti,Ertiga,7,40000,Dealer,CNG,Manual,17.5,1373,80.46,7,631940
Hyundai Elantra,Hyundai,Elantra,8,75000,Dealer,Petrol,Automatic,14.5,1797,147.5,5,752960
Hyundai Verna,Hyundai,Verna,3,14000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1236050
BMW 3,BMW,3,9,76728,Dealer,Diesel,Automatic,22.69,1995,190.0,5,1262750
Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.32,5,501725
Maruti Alto,Maruti,Alto,8,66516,Dealer,Petrol,Manual,22.74,796,47.3,5,239545
Volkswagen Polo,Volkswagen,Polo,4,13500,Dealer,Petrol,Manual,18.78,1198,74.0,5,499158
Maruti Swift Dzire,Maruti,Swift Dzire,9,37801,Dealer,Petrol,Manual,17.5,1298,85.8,5,344380
Toyota Innova,Toyota,Innova,4,25000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1803870
BMW 7,BMW,7,7,38000,Dealer,Diesel,Automatic,17.66,2993,261.49,4,4009520
Hyundai Verna,Hyundai,Verna,4,50000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,1061830
Honda City,Honda,City,7,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,569930
Maruti Swift,Maruti,Swift,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,392371
Hyundai i20,Hyundai,i20,9,90000,Individual,Petrol,Manual,17.0,1197,80.0,5,332850
Mahindra Scorpio,Mahindra,Scorpio,8,71000,Dealer,Diesel,Manual,12.05,2179,120.0,8,617990
Maruti Swift Dzire,Maruti,Swift Dzire,6,86000,Dealer,Diesel,Manual,26.59,1248,74.0,5,583730
Maruti Ciaz,Maruti,Ciaz,6,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,584303
Toyota Innova,Toyota,Innova,5,70000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1541622
Toyota Innova,Toyota,Innova,2,15000,Individual,Diesel,Manual,13.68,2393,147.8,8,1995400
Honda Jazz,Honda,Jazz,5,53044,Dealer,Petrol,Manual,18.7,1199,88.7,5,548800
Honda City,Honda,City,4,14000,Dealer,Petrol,Manual,17.4,1497,117.6,5,968520
Toyota Innova,Toyota,Innova,10,60000,Individual,Diesel,Manual,12.8,2494,102.0,8,617310
Maruti Swift,Maruti,Swift,4,55000,Dealer,Petrol,Manual,20.4,1197,83.11,5,526000
Ford Ecosport,Ford,Ecosport,8,69141,Dealer,Diesel,Manual,22.7,1498,89.84,5,492371
Toyota Innova,Toyota,Innova,4,30000,Individual,Diesel,Manual,13.68,2393,147.8,8,1860600
Mahindra Scorpio,Mahindra,Scorpio,7,100000,Individual,Diesel,Manual,15.4,2179,120.0,8,669530
Hyundai i10,Hyundai,i10,9,30000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,355530
Hyundai i20,Hyundai,i20,6,50000,Individual,Diesel,Manual,21.19,1396,88.73,5,640352
Hyundai Verna,Hyundai,Verna,8,50000,Individual,Diesel,Manual,22.32,1582,126.32,5,539000
Hyundai Grand,Hyundai,Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,404529
Audi Q7,Audi,Q7,9,130000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2052270
Hyundai i20,Hyundai,i20,11,80000,Individual,Petrol,Manual,17.0,1197,80.0,5,322420
Tata Hexa,Tata,Hexa,4,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1393950
Honda City,Honda,City,5,89682,Dealer,Petrol,Automatic,18.0,1497,117.3,5,740400
Toyota Innova,Toyota,Innova,10,213141,Dealer,Diesel,Manual,12.8,2494,102.0,7,683000
Maruti Wagon R,Maruti,Wagon R,6,41559,Dealer,Petrol,Manual,21.5,1197,81.8,5,369130
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,22.1,1396,88.7,5,948465
Toyota Camry,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494,178.3,5,1243357
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,64212,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1292100
Toyota Fortuner,Toyota,Fortuner,10,252000,Individual,Diesel,Manual,11.5,2982,171.0,7,923000
Renault Duster,Renault,Duster,7,110000,Individual,Diesel,Manual,19.01,1461,108.45,5,591096
Maruti Celerio,Maruti,Celerio,4,50000,Individual,Petrol,Manual,23.1,998,67.04,5,475650
Jeep Wrangler,Jeep,Wrangler,4,40000,Dealer,Petrol,Automatic,9.5,3604,280.0,5,6117142
Hyundai i20,Hyundai,i20,5,34000,Dealer,Diesel,Manual,21.19,1396,88.73,5,641820
Hyundai Verna,Hyundai,Verna,9,44906,Individual,Petrol,Manual,17.01,1591,121.3,5,422752
Maruti Alto,Maruti,Alto,14,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,126520
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,514956
Maruti Wagon R,Maruti,Wagon R,9,37000,Individual,Petrol,Manual,18.9,998,67.1,5,274463
Audi A4,Audi,A4,5,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,2119280
Hyundai i20,Hyundai,i20,4,70000,Individual,Diesel,Manual,21.19,1396,88.73,5,668250
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,35400,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1395260
Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18.0,1198,86.7,5,419330
Maruti Ciaz,Maruti,Ciaz,2,13682,Dealer,Petrol,Manual,21.56,1462,103.25,5,870750
Maruti Wagon R,Maruti,Wagon R,4,10000,Dealer,Petrol,Manual,18.9,998,67.1,5,403545
Hyundai i20,Hyundai,i20,8,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5,445673
Volkswagen Vento,Volkswagen,Vento,8,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5,369245
MG Hector,MG,Hector,2,8500,Dealer,Petrol,Automatic,13.96,1451,141.0,5,1671690
Renault Duster,Renault,Duster,7,65000,Dealer,Diesel,Manual,20.45,1461,83.8,5,466650
Maruti Swift,Maruti,Swift,11,82000,Dealer,Petrol,Manual,22.0,1197,81.8,5,285220
Hyundai i10,Hyundai,i10,5,28300,Dealer,Petrol,Manual,20.36,1197,78.9,5,447870
Ford Ecosport,Ford,Ecosport,6,110000,Individual,Diesel,Manual,22.77,1498,98.59,5,615020
Toyota Camry,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494,178.3,5,1243357
Skoda Rapid,Skoda,Rapid,6,52000,Dealer,Diesel,Manual,21.14,1498,103.52,5,540780
Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,283488
Maruti Wagon R,Maruti,Wagon R,3,45874,Dealer,CNG,Manual,26.6,998,58.16,5,432690
Honda Amaze,Honda,Amaze,3,26718,Dealer,Diesel,Manual,24.7,1498,98.63,5,719170
Hyundai i20,Hyundai,i20,7,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,472121
Audi A6,Audi,A6,7,44000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1785220
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,407483
Ford Ecosport,Ford,Ecosport,4,38966,Dealer,Petrol,Manual,17.0,1497,121.36,5,696750
Volkswagen Polo,Volkswagen,Polo,9,72000,Dealer,Petrol,Manual,16.47,1198,73.9,5,392570
Mahindra XUV500,Mahindra,XUV500,3,39000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1560310
Maruti Baleno,Maruti,Baleno,5,32000,Dealer,Petrol,Manual,21.4,1197,83.1,5,545310
Toyota Fortuner,Toyota,Fortuner,4,34000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,2926000
Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,963187
Maruti Alto,Maruti,Alto,12,35000,Dealer,Petrol,Manual,19.7,796,46.3,5,203040
Hyundai i20,Hyundai,i20,6,50000,Dealer,Petrol,Manual,18.5,1197,82.85,5,503081
Hyundai Santro,Hyundai,Santro,2,18000,Individual,Petrol,Manual,20.3,1086,68.0,5,457899
Ford Ecosport,Ford,Ecosport,6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5,603565
Ford Figo,Ford,Figo,10,75000,Dealer,Diesel,Manual,18.5,1399,68.0,5,276180
Maruti Ertiga,Maruti,Ertiga,2,30000,Individual,Diesel,Manual,25.47,1248,88.5,7,866965
Volkswagen Polo,Volkswagen,Polo,8,56000,Dealer,Petrol,Manual,16.2,1199,74.0,5,380740
Hyundai i20,Hyundai,i20,6,27000,Individual,Petrol,Manual,17.19,1197,81.86,5,565247
Hyundai i20,Hyundai,i20,6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,497647
Honda City,Honda,City,4,40000,Individual,Diesel,Manual,25.6,1498,97.9,5,1016975
Hyundai i20,Hyundai,i20,5,57000,Individual,Diesel,Manual,22.54,1396,88.73,5,576020
BMW X3,BMW,X3,8,73000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,1943310
Maruti Baleno,Maruti,Baleno,4,17865,Dealer,Petrol,Manual,21.4,1197,83.1,5,581845
Maruti Ertiga,Maruti,Ertiga,9,67000,Dealer,Diesel,Manual,20.77,1248,88.76,7,561020
Maruti Swift,Maruti,Swift,5,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,576802
Hyundai i10,Hyundai,i10,11,90000,Dealer,Petrol,Manual,20.36,1197,78.9,5,271750
Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,307630
Maruti Swift Dzire,Maruti,Swift Dzire,4,48300,Individual,Diesel,Manual,28.4,1248,74.02,5,704932
Ford Ecosport,Ford,Ecosport,3,50000,Individual,Diesel,Manual,23.0,1498,98.96,5,870817
Honda Amaze,Honda,Amaze,3,36951,Dealer,Diesel,Manual,24.7,1498,98.63,5,720750
Maruti Alto,Maruti,Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,331150
Tata Safari,Tata,Safari,7,151037,Dealer,Diesel,Manual,14.0,2179,138.1,7,681280
Maruti Swift Dzire,Maruti,Swift Dzire,5,64000,Dealer,Petrol,Manual,22.0,1197,81.8,5,535913
Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Manual,21.38,1396,88.7,5,744110
Hyundai i20,Hyundai,i20,3,12500,Individual,Diesel,Manual,21.19,1396,88.76,5,801460
Hyundai Verna,Hyundai,Verna,7,78000,Dealer,Diesel,Manual,22.32,1582,126.32,5,517240
Ford Ecosport,Ford,Ecosport,6,104278,Dealer,Petrol,Manual,18.88,999,123.37,5,629850
Maruti Ertiga,Maruti,Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,482187
Honda Civic,Honda,Civic,13,66000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,283000
Maruti Ciaz,Maruti,Ciaz,5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,666200
Hyundai Verna,Hyundai,Verna,6,50000,Individual,Diesel,Manual,23.9,1582,126.2,5,638533
Maruti Alto,Maruti,Alto,19,54000,Dealer,Petrol,Manual,19.7,796,46.3,5,122272
Maruti S-Presso,Maruti,S-Presso,2,8400,Individual,Petrol,Manual,21.7,998,67.0,5,432771
Mahindra XUV500,Mahindra,XUV500,6,55424,Dealer,Diesel,Manual,16.0,2179,140.0,7,900742
Honda City,Honda,City,5,36070,Dealer,Petrol,Manual,16.8,1497,116.3,5,697200
Hyundai Verna,Hyundai,Verna,6,36619,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5,630540
BMW X5,BMW,X5,5,46000,Dealer,Diesel,Automatic,15.97,2993,258.0,5,4322840
Maruti Swift,Maruti,Swift,6,58000,Dealer,Diesel,Manual,25.2,1248,74.0,5,511898
Maruti Alto,Maruti,Alto,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5,139900
Maruti Swift,Maruti,Swift,3,30000,Individual,Petrol,Manual,22.0,1197,81.8,5,550200
Mahindra XUV500,Mahindra,XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7,574550
Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,23.95,998,67.05,5,323223
Hyundai Grand,Hyundai,Grand,6,88500,Dealer,Petrol,Manual,18.9,1197,82.0,5,426000
Maruti Alto,Maruti,Alto,12,90000,Individual,Petrol,Manual,19.7,796,46.3,5,126951
Mahindra Bolero,Mahindra,Bolero,8,150000,Individual,Diesel,Manual,13.6,2523,63.0,8,490780
Toyota Innova,Toyota,Innova,4,85000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1651820
Honda CR-V,Honda,CR-V,5,84000,Dealer,Petrol,Automatic,13.1,1997,141.1,5,1798667
Land Rover Rover,Land Rover,Rover,3,37500,Dealer,Diesel,Automatic,12.51,2179,187.7,7,4025912
Maruti Swift Dzire,Maruti,Swift Dzire,9,55236,Dealer,Petrol,Manual,17.5,1298,85.8,5,364230
Maruti Swift,Maruti,Swift,9,66539,Dealer,Petrol,Manual,18.6,1197,85.8,5,360340
Honda Amaze,Honda,Amaze,3,40000,Individual,Diesel,Automatic,23.8,1498,78.9,5,784106
Maruti Swift,Maruti,Swift,7,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,385257
Mahindra KUV,Mahindra,KUV,4,94000,Individual,Petrol,Manual,18.15,1198,82.0,6,383125
Hyundai Verna,Hyundai,Verna,7,35000,Individual,Petrol,Manual,17.01,1591,121.3,5,556463
Volkswagen Vento,Volkswagen,Vento,4,16219,Dealer,Petrol,Manual,17.69,999,108.62,5,764913
Maruti Swift Dzire,Maruti,Swift Dzire,5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,467307
Toyota Innova,Toyota,Innova,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1527450
Ford Figo,Ford,Figo,5,30000,Individual,Petrol,Manual,18.16,1196,86.8,5,445020
Renault KWID,Renault,KWID,5,45000,Individual,Petrol,Manual,25.17,799,53.3,5,278449
Ford Ecosport,Ford,Ecosport,6,30000,Dealer,Diesel,Manual,22.77,1498,98.59,5,584000
Renault Duster,Renault,Duster,8,75000,Dealer,Diesel,Manual,19.6,1461,108.45,5,407925
Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,546853
Hyundai Verna,Hyundai,Verna,7,56200,Dealer,Petrol,Manual,17.1,1591,121.3,5,552210
Hyundai Grand,Hyundai,Grand,3,43000,Dealer,Diesel,Manual,24.0,1186,73.97,5,536053
Hyundai Grand,Hyundai,Grand,2,35000,Individual,Diesel,Manual,24.0,1186,73.97,5,560530
Maruti Vitara,Maruti,Vitara,4,54452,Dealer,Diesel,Manual,24.3,1248,88.5,5,855365
Ford Ecosport,Ford,Ecosport,5,35000,Dealer,Petrol,Manual,15.85,1499,110.4,5,627650
Datsun RediGO,Datsun,RediGO,4,49000,Dealer,Petrol,Manual,22.7,799,53.64,5,260390
Renault Duster,Renault,Duster,7,72000,Dealer,Diesel,Manual,19.01,1461,108.45,5,598270
Mahindra Thar,Mahindra,Thar,8,56000,Dealer,Diesel,Manual,16.55,2498,105.0,7,523920
Toyota Fortuner,Toyota,Fortuner,9,148400,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1460650
Hyundai i20,Hyundai,i20,3,72500,Individual,Diesel,Manual,21.19,1396,88.73,5,774230
Mercedes-Benz GLS,Mercedes-Benz,GLS,3,10000,Dealer,Petrol,Automatic,8.9,2996,333.0,7,7950108
Hyundai Santro,Hyundai,Santro,3,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,489573
Maruti Eeco,Maruti,Eeco,6,61000,Dealer,CNG,Manual,20.88,1196,61.7,5,317020
Honda Jazz,Honda,Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,574400
Maruti Ciaz,Maruti,Ciaz,6,42000,Dealer,Petrol,Manual,20.73,1373,91.1,5,564622
Hyundai i10,Hyundai,i10,8,40000,Dealer,Petrol,Manual,20.36,1197,78.9,5,325130
Mahindra XUV500,Mahindra,XUV500,7,51000,Dealer,Diesel,Manual,15.1,2179,140.0,7,768650
Volkswagen Vento,Volkswagen,Vento,9,122628,Dealer,Diesel,Manual,20.54,1598,103.6,5,405740
Maruti Swift Dzire,Maruti,Swift Dzire,4,41000,Dealer,Diesel,Manual,26.59,1248,74.0,5,621935
Volkswagen Polo,Volkswagen,Polo,10,105000,Dealer,Diesel,Manual,22.07,1199,73.9,5,240730
Hyundai i20,Hyundai,i20,4,44000,Dealer,Petrol,Manual,18.6,1197,81.83,5,595678
Honda City,Honda,City,1,4600,Dealer,Petrol,Manual,17.8,1498,119.35,5,1126720
Maruti Swift,Maruti,Swift,8,130000,Individual,Diesel,Manual,22.9,1248,74.0,5,406859
Maruti Wagon R,Maruti,Wagon R,14,80000,Individual,LPG,Manual,17.3,1061,57.5,5,92436
Hyundai Grand,Hyundai,Grand,7,45135,Dealer,Diesel,Manual,24.0,1120,70.0,5,440565
Honda City,Honda,City,6,40000,Individual,Petrol,Manual,17.4,1497,117.3,5,614398
Renault Duster,Renault,Duster,5,75100,Dealer,Diesel,Automatic,19.6,1461,108.45,5,757110
Hyundai Elantra,Hyundai,Elantra,8,112087,Dealer,Diesel,Automatic,19.5,1582,126.24,5,597850
Maruti Ertiga,Maruti,Ertiga,2,20000,Individual,Petrol,Manual,19.34,1462,103.0,7,930470
Hyundai Creta,Hyundai,Creta,6,67000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,851282
Toyota Fortuner,Toyota,Fortuner,3,28000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3071575
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Diesel,Manual,25.32,1198,77.0,6,453554
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,125512
Honda City,Honda,City,7,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,621100
Hyundai Santro,Hyundai,Santro,7,55000,Dealer,Petrol,Manual,17.92,1086,62.1,5,269660
